Species name	SMILES	Enthaply discrepancy at 298K
C5H9B-A,AOOH	CC[C](COO)COO	0.2
C5H10OH11	CCCC[CH]O	-1.9
O-C6H4O2	O=C1C=CC=CC1=O	-0.0
P-C6H4O2	O=C1C=CC(=O)C=C1	7.5
C3H6OOH1-3O2	[O]OCCCOO	-8.3
B2E3M1OJ	CC(C)=CC[O]	-0.0
C5H9D-A,AOOH	[CH2]CC(COO)COO	0.6
CVCYCCOC	C=C1COC1	0.0
C4H4O	C1C=COC=1	-0.0
AC3H5CHO	C=CCC=O	-0.7
C2H4OCHO	CC([O])C=O	-14.5
OCH2O2H	[O]COO	-15.6
C3H2C	[C]1C=C1	-0.0
CH3ONO	CON=O	-3.1
PC4H8CHO-3	C[CH]CCC=O	-3.3
CC5H10OOH-DO2	CC(C)C(CO[O])OO	0.6
AC5H10OOH-DO2	CC(CCO[O])COO	0.6
C5H9D-A,COOH	[CH2]C(OO)C(C)COO	0.6
C5H9B-DOOH	CC(C)=CCOO	0.0
C5H9OA-BOOH-D	CC1(CCOO)CO1	0.4
C5H9OB-DOOH-A	CC1(CCO1)COO	0.0
C4H63,1-1OH	CC=C[CH]O	-2.0
C5H9C-A,DOOH	CC([CH]COO)COO	0.6
C5H9A-A,DOOH	[CH2]C(CCOO)COO	0.6
C4H71-1OH	CCC=CO	1.1
CH3CHCO	CC=C=O	-18.7
O-OC6H5OJ	[O]C1C=CC=CC1=O	0.0
C5H9OB-COOH-D	CC1(C)OC1COO	0.4
C5H9OA-AOOH-D	OOCCC1COC1	0.6
C5H9A-A,COOH	[CH2]C(COO)C(C)OO	0.6
C5H9B-AOOH	CC=C(C)COO	0.0
C5H9A-AOOH	C=C(CC)COO	-0.0
IC5KETCB	CC(=O)C(C)(C)OO	0.0
PC4H8OH-2	CC[CH]CO	8.6
NC5KET15	O=CCCCCOO	-0.0
BC5H10OOH-CO2	CC(O[O])C(C)(C)OO	-11.6
IC5KETDC	CC(C)C(C=O)OO	0.6
IC5KETDA	CC(CC=O)COO	0.6
IC5KETAD	CC(C=O)CCOO	0.4
BC5H10OOH-DO2	CC(C)(CCO[O])OO	-11.6
TC4H8OOH-IO2	CC(C)(CO[O])OO	0.0
L-C6H4	C#CC#CC=C	-0.0
CH3OCH2O2H	COCOO	-0.0
IC5KETCA	CC(=O)C(C)COO	0.0
IC5KETDB	CC(C)(CC=O)OO	-11.6
NC5KET21	CCCC(=O)COO	0.0
NC5KET23	CCC(OO)C(C)=O	-0.0
C4H71-4OH	C=CCCO	-1.1
P-C6H3O2	O=C1[C]=CC(=O)C=C1	0.0
BC5H10OOH-C	C[CH]C(C)(C)OO	-11.6
HOCH2O2	[O]OCO	-4.5
CH3CHCHO	CC=C[O]	3.1
C5H9OB-DOOH-C	CC1(C)OCC1OO	-0.0
C5H9D-B,COOH	[CH2]C(OO)C(C)(C)OO	-11.6
AC5H10OOH-BO2	CCC(C)(COO)O[O]	-11.6
C5H9C-B,DOOH	CC(C)([CH]COO)OO	-11.6
C5H9C-BOOH	C=CC(C)(C)OO	-0.0
C5H9OC-DOOH-A	CC(COO)C1CO1	0.6
C5H9OA-DOOH-C	CC1COCC1OO	0.2
C5H9OA-COOH-D	CC1COC1COO	0.2
C5H9O2-3OOH-5	CC1OC1CCOO	0.0
C5H9OA-DOOH-A	OOCC1CCOC1	0.2
C5H9A-A,BOOH	[CH2]C(CC)(COO)OO	-11.6
CH3COCHO	CC(=O)C=O	-0.0
C5H9OA-AOOH-C	CC(OO)C1COC1	0.6
C5H9OA-AOOH-B	CCC1(COC1)OO	-11.6
B-CC5H10O	CC1OC1(C)C	-0.0
C5H9OA-COOH-A	CC1OCC1COO	0.2
P-OC6H5OJ	[O]C1C=CC(=O)C=C1	0.0
C5H10OOH1-3	CC[CH]CCOO	-0.0
PC4H8OH-3	C[CH]CCO	13.3
NC5KET12O	CCCC([O])C=O	0.0
A-AC5H10O	CCC1COC1	0.6
NC5KET32O	CCC(=O)C(C)[O]	-0.0
TC3H6OH	C[C](C)O	-6.3
CH3ONO2	CO[N+](=O)[O-]	0.2
NEOC5KET	CC(C)(C=O)COO	0.0
C5H10OOH3-1	[CH2]CC(CC)OO	-0.0
C5H10O2-4	CC1CC(C)O1	0.0
SC4H8OH-1	[CH2]C(O)CC	-0.8
NEOC5H10OOH-O2	CC(C)(CO[O])COO	0.0
B-DC5H10O	CC1(C)CCO1	-0.0
IQJC4H8OH	CC(C)(O)CO[O]	0.0
CVCCJCVCOH	[CH2]C=CC=CO	-0.0
CC4H8O	CC1COC1	0.0
HO2CH2OCHO	O=COCOO	0.0
CH2OCH2O2H	[CH2]OCOO	-0.0
PQC4H8OS	CCC([O])COO	8.8
IC5KETAA	CCC(C=O)COO	0.4
IC5KETAB	CCC(C)(C=O)OO	0.4
IC5KETAC	CC(C=O)C(C)OO	0.4
C4H	[C]#CC#C	-148.0
PC4H8CHO-2O2	CCC(CC=O)O[O]	-12.2
PC4H8CHO-3O2	CC(CCC=O)O[O]	-12.2
PC4H8CHO-4O2	[O]OCCCCC=O	-12.2
IC4KETII	CC(C=O)COO	0.0
C5H10OH-3O2	CCC(CCO)O[O]	-7.3
IC5KETACO	CC([O])C(C)C=O	0.0
BC5H10OOH-D	[CH2]CC(C)(C)OO	-11.6
NEOC5H10OOH	[CH2]C(C)(C)COO	-0.0
C5H10OOH2-4O2	CC(CC(C)OO)O[O]	-0.0
C5H10O1-3	CCC1CCO1	0.0
C4H7CHO-3	CC=CCC=O	0.3
NC52ONE-3	CC=CC(C)=O	0.1
NC52ONE-4	C=CCC(C)=O	-1.1
C4H7CHO-4	C=CCCC=O	-2.5
C4H7CHO-2	CCC=CC=O	0.1
TQC4H7OHIO2	CC(C)(OO)C(O)O[O]	-0.0
SC4H8OH-3O2	CC(O)C(C)O[O]	-2.7
SC4H8OH-2	CC[C](C)O	0.8
CH3COCH2OCH2CH2	CC1([O])CCOC1	-0.0
C5H10OH-1O2	CCCCC(O)O[O]	-2.6
C5H10OH-2O2	CCCC(CO)O[O]	-0.0
IC5KETAAO	CCC(C=O)C[O]	0.4
C2H3CHOCH2	C=CC1CO1	7.9
C5H9C-A,BOOH	C[CH]C(C)(COO)OO	-11.6
IC4H8O	CC1(C)CO1	-0.0
CHOIC3H6O	CC(C=O)C[O]	0.0
TC4H8CHO	[CH2]C(C)(C)C=O	-0.0
C5H9C-A,AOOH	C[CH]C(COO)COO	0.6
PC4H8OH-2O2	CCC(CO)O[O]	-4.1
PC4H8CHO-1O2	CCCC(C=O)O[O]	-12.2
C5H9OA-BOOH-C	CC(OO)C1(C)CO1	0.4
C5H9OC-DOOH-B	CC(C)(OO)C1CO1	-11.6
SC4H8OH-1O2	CCC(O)CO[O]	-7.0
SQC4H8OP	CCC(C[O])OO	8.9
SQC4H8OS	CC([O])C(C)OO	10.3
TQC4H7OHIQ-P	[CH2]C(C)(OO)C(O)OO	0.0
IQC4H7OHT	[CH2]C(C)(O)COO	-0.0
C6H3	[CH]=CC#CC#C	0.0
QCYC(CCOC)OH	CC1(COC1O)OO	-0.0
C3H6CHO-3	CCC=C[O]	-39.9
IC3H6OHCHO	CC(C)(O)C=O	-14.6
C5H9OA-BOOH-A	CCC1(COO)CO1	0.4
C4H71-2OH	C=C(O)CC	-10.4
COHQCYC(COC)	CC1(CO1)C(O)OO	0.0
C2H5CHCO	CCC=C=O	0.3
PC3H4OH-2	C[C]=CO	-13.3
IC3H5COHQ	C=C(C)C(O)OO	0.0
CCY(CCOC)OH	CC1(O)COC1	-0.0
TQC4H7OHIQ-I	CC(C)(OO)C([O])OO	0.0
SQC4H7OHP-4	[CH2]CC(CO)OO	5.5
SQC4H7OHS-4	[CH2]C(OO)C(C)O	0.5
C5H9OH1-2	CCC=CCO	-0.5
PC3H4OH-1	CC=[C]O	-24.5
O2CH2OCH2O2H	[O]OCOCOO	0.0
NC4KET21OH	CCC(=O)CO	-6.5
C2H4COCH2OH	CC([C]=O)CO	-12.7
C4H63,1-2OH	[CH2]C(O)=CC	-8.7
C5H9O23-5	C[CH]C1CCO1	1.8
PQC4H7OHS-3	C[CH]C(O)COO	9.3
CCY(COCC)OH	CC1OCC1O	-1.0
OC5H7O	O=C[CH]CCC=O	0.0
CY(CCCO)COH	OCC1CCO1	-2.5
C3KET13	O=CCCOO	-11.6
NEOC5H9Q2	[CH2]C(C)(COO)COO	-0.0
IC4H8OH-TI	[CH2]C(C)(C)O	2.2
NEOC5H9O-OOH	CC1(COO)COC1	0.0
IC5KETABO	CCC(C)([O])C=O	0.4
PC4H8OH-4	[CH2]CCCO	-3.4
CH2CQCOHQ	C=C(OO)C(O)OO	0.0
HOC3H6O2	CC(CO)O[O]	-0.0
C4H71-3OH	C=CC(C)O	0.3
IC4H6Q2-II	C=C(COO)COO	0.0
C8H131-5,3,PAO	C=CC(C)CC=CC[O]	-2.2
HOCH2CHO	O=CCO	8.7
SQC4H7OHP-4O2	[O]OCCC(CO)OO	-2.8
C4H72-2OH	CC=C(C)O	-8.6
IQC4H7OHTO2	CC(O)(CO[O])COO	0.0
PQC4H7OHS-3O2	CC(O[O])C(O)COO	-1.4
SQC4H7OHS-4O2	CC(O)C(CO[O])OO	-1.4
C6H2	C#CC#CC#C	7.1
HOCH2CO	O=[C]CO	8.8
NC4KET13OH-2	CC(OO)C(O)C=O	4.2
NC4KET24OH-3	CC(O)C(=O)COO	-8.6
IQC4H7OHTQ-P	[CH2]C(O)(COO)COO	-0.0
NC4KET24OH-1	O=C(CO)CCOO	-2.4
C7H111-5,3,6P	[CH]=CCC(C)C=C	-7.9
CHOC(CH3)OHCH2Q	CC(O)(C=O)COO	0.0
C4H6OHOOH2-2-1	CC=C(O)COO	3.8
C4H6OHOOH1-3-4	C=CC(O)COO	4.4
C4H6OHOOH1-4-3	C=CC(CO)OO	14.7
C4H6OHOOH1-2-3	C=C(OO)C(C)O	-24.1
C4H6O1-3OOH4	C=CC([O])COO	8.0
IQC4H8OTQ-I	CC([O])(COO)COO	-0.0
IC3H5Q	C=C(C)OO	-0.9
C5H9OH1-3	CC=CCCO	-0.1
C5H9OH1-1	CCCC=CO	0.8
C4H63,1-3OH	[CH2]C=C(C)O	18.0
CO(CH2OOH)2	O=C(COO)COO	-0.0
C4H6O25	C1=CCOC1	-0.0
C4H7O2-1,3OOH	CC(OO)C([O])COO	14.4
AC4H7OOH	C=CCOOC	0.0
CH2COHCH2OOH	C=C(O)COO	0.0
SC3H4OH	[CH2]C(=C)O	42.6
O2CCHOOJ	[O]C(=O)C(=O)O	0.0
O2C4H8CHO	CC(C)(C=O)CO[O]	-0.1
HOCH2COCH2	[CH2]C(=O)CO	-1.5
TQC4H7OHTO2	CC(C)(O[O])C(O)OO	-0.0
O2HC4H8CO	CC(C)([C]=O)COO	-0.1
HOCOCQ(CH3)2	CC(C)(OO)C(=O)O	-0.0
NC4KET12OH	CCC(O)C=O	-1.4
NC4KET23OH	CC(=O)C(C)O	-0.2
C5H9O14-5	[CH2]C1CCCO1	0.3
C5H9O12-5	[CH2]CCC1CO1	0.3
C5H9O23-1	[CH2]C1OC1CC	0.3
H2NO	[NH2+][O-]	-138.8
C2H5CHOHCO	CCC(O)=C[O]	1.0
CH3COCOHCH3	CC([O])=C(C)O	-11.7
CH3COHCO	CC(O)=C=O	-86.5
C4H5C2H	C=C1C=CC=C1	0.0	DUPLICATE of FULVENE
C3H2	[C]=C=C	-0.0
H2CCC(S)	[C]#C[CH2]	-45.3
C3H2(S)	[C]=C=C	-74.0	DUPLICATE of C3H2
H2CC	[C]=C	-195.9
C2O	[C]#C[O]	-94.3
SC3H5OCH2-1	[CH2]OC=CC	11.4
NH3	N	-0.4
N2H4	NN	-0.2
NNH	N=[N]	-0.0
N2H2	N=N	-9.8
N2O	[N+](=[N-])=O	0.5
OC4H6O	O=CCCC=O	0.0
OC4H5O	O=[C]CCC=O	0.0
H2C4O	C=C=C=C=O	11.0
HOCVCCJVO	O=[C]C=CO	0.0
HOCVCCVO	O=CC=CO	0.0
HCOH	[CH]O	-119.2
CHCHO	[CH]=C[O]	94.6
N2H3	N[NH]	-75.6
C5H10OOH1-3OH	CCC(O)CCOO	4.9
C5H10OOH2-4OH	CC(O)CC(C)OO	6.4
C5H10OOH3-1OH	CCC(CCO)OO	5.0
NC5DIONE13	CCC(=O)CC=O	-1.6
NC5DIONE24	CC(=O)CC(C)=O	-2.8
HCCCHCCH	[CH]=C=CC#C	-16.0
C5H2	[CH]=C=C=C=[CH]	-98.9
H2CCCCCH	C#CC#C[CH2]	11.2
